"Time","Value (°C)"
"2019/01/29 11:50:00","21.9352856"
"2019/01/29 11:45:00","21.9353"
"2019/01/29 11:45:00","21.9352856"
"2019/01/29 11:40:00","21.9559"
"2019/01/29 11:40:00","21.9558964"
"2019/01/29 11:35:00","21.9216"
"2019/01/29 11:35:00","21.9216118"
"2019/01/29 11:30:00","21.9159"
"2019/01/29 11:30:00","21.9159451"
"2019/01/29 11:25:00","21.9197"
"2019/01/29 11:25:00","21.9196568"
"2019/01/29 11:20:00","21.9109"
"2019/01/29 11:20:00","21.9108677"
"2019/01/29 11:15:00","21.9255"
